lai_0,meldug_1,lai_1,temp_1,straaling_1,foto_1,dm_1,middel_1,nedboer_1,mikro_1,meldug_2,lai_2,temp_2,straaling_2,foto_2,dm_2,middel_2,nedboer_2,mikro_2,meldug_3,lai_3,temp_3,straaling_3,foto_3,dm_3,middel_3,nedboer_3,mikro_3,meldug_4,lai_4,temp_4,straaling_4,foto_4,dm_4,udbytte
x5_5___6_5,x25___50__,x3_5___4_5,x13_0___14_9_C,x200___249_MJ_m2,x0_50_kg_m2,x0_30_kg_m2,x0_50_l_ha,x____4,V_dt_og_koldt,x0_5___1__,x2_5___3_5,x13_0___14_9_C,x150___199_MJ_m2,x0_40_kg_m2,x0_96_kg_m2,x0_50_l_ha,x2___3,V_dt_og_varmt,x0_00___0_01__,x1_5___2_5,x13_0___14_9_C,x300___349_MJ_m2,x0_65_kg_m2,x1_88_kg_m2,x0_75_l_ha,x2___3,T_rt_og_koldt,x0_00___0_01__,x0_5___1_5,x13_0___14_9_C,x300___349_MJ_m2,x0_45_kg_m2,x0_72_kg_m2,x61___63_hkg_ha
x3_5___4_5,x0_5___1__,x4_5___5_5,x13_0___14_9_C,x150___199_MJ_m2,x0_50_kg_m2,x0_28_kg_m2,x0_l_ha,x2___3,T_rt_og_koldt,x1___2__,x4_5___5_5,x13_0___14_9_C,x200___249_MJ_m2,x0_55_kg_m2,x0_58_kg_m2,x0_25_l_ha,x2___3,V_dt_og_varmt,x0_01___0_5__,x2_5___3_5,x15_0___16_9_C,x350___399_MJ_m2,x0_75_kg_m2,x0_98_kg_m2,x0_l_ha,x0___1,T_rt_og_koldt,x0_00___0_01__,x0_5___1_5,x13_0___14_9_C,x___300_MJ_m2,x0_55_kg_m2,x1_62_kg_m2,x137___139_hkg_ha
x5_5___6_5,x25___50__,x2_5___3_5,x13_0___14_9_C,x200___249_MJ_m2,x0_45_kg_m2,x0_20_kg_m2,x0_50_l_ha,x____4,V_dt_og_koldt,x0_01___0_5__,x2_5___3_5,x13_0___14_9_C,x200___249_MJ_m2,x0_65_kg_m2,x0_26_kg_m2,x0_l_ha,x0___1,V_dt_og_koldt,x1___2__,x1_5___2_5,x13_0___14_9_C,x300___349_MJ_m2,x0_60_kg_m2,x0_64_kg_m2,x0_l_ha,x____4,V_dt_og_koldt,x2___6__,x0_5___1_5,x13_0___14_9_C,x300___349_MJ_m2,x0_65_kg_m2,x1_60_kg_m2,x135___137_hkg_ha
x3_5___4_5,x1___2__,x3_5___4_5,x13_0___14_9_C,x___150_MJ_m2,x0_35_kg_m2,x0_16_kg_m2,x0_50_l_ha,x0___1,T_rt_og_varmt,x0_00___0_01__,x3_5___4_5,x13_0___14_9_C,x150___199_MJ_m2,x0_45_kg_m2,x0_30_kg_m2,x0_l_ha,x0___1,T_rt_og_varmt,x0_01___0_5__,x2_5___3_5,x13_0___14_9_C,x300___349_MJ_m2,x0_80_kg_m2,x1_96_kg_m2,x0_25_l_ha,x0___1,T_rt_og_varmt,x0_00___0_01__,x0_5___1_5,x13_0___14_9_C,x300___349_MJ_m2,x0_55_kg_m2,x1_02_kg_m2,x85___87_hkg_ha
x3_5___4_5,x0_01___0_5__,x3_5___4_5,x13_0___14_9_C,x___150_MJ_m2,x0_35_kg_m2,x0_16_kg_m2,x0_25_l_ha,x____4,V_dt_og_koldt,x0_00___0_01__,x2_5___3_5,x13_0___14_9_C,x200___249_MJ_m2,x0_55_kg_m2,x1_02_kg_m2,x0_50_l_ha,x2___3,V_dt_og_koldt,x0_00___0_01__,x1_5___2_5,x13_0___14_9_C,x300___349_MJ_m2,x0_80_kg_m2,x1_46_kg_m2,x0_25_l_ha,x____4,V_dt_og_koldt,x0_00___0_01__,x0_5___1_5,x15_0___16_9_C,x___300_MJ_m2,x0_25_kg_m2,x0_24_kg_m2,x19___21_hkg_ha
x5_5___6_5,x0_5___1__,x4_5___5_5,x13_0___14_9_C,x200___249_MJ_m2,x0_60_kg_m2,x0_36_kg_m2,x0_25_l_ha,x0___1,T_rt_og_varmt,x0_00___0_01__,x4_5___5_5,x____17_0_C,x200___249_MJ_m2,x0_50_kg_m2,x0_76_kg_m2,x0_l_ha,x2___3,V_dt_og_varmt,x0_00___0_01__,x3_5___4_5,x13_0___14_9_C,x300___349_MJ_m2,x0_90_kg_m2,x0_28_kg_m2,x0_l_ha,x____4,V_dt_og_varmt,x0_00___0_01__,x0_5___1_5,x13_0___14_9_C,x___300_MJ_m2,x0_55_kg_m2,x1_66_kg_m2,x141___143_hkg_ha
x3_5___4_5,x0_01___0_5__,x2_5___3_5,x13_0___14_9_C,x200___249_MJ_m2,x0_50_kg_m2,x0_26_kg_m2,x0_50_l_ha,x____4,V_dt_og_varmt,x0_00___0_01__,x1_5___2_5,x15_0___16_9_C,x200___249_MJ_m2,x0_40_kg_m2,x0_64_kg_m2,x0_25_l_ha,x____4,V_dt_og_varmt,x0_00___0_01__,x0_5___1_5,x13_0___14_9_C,x300___349_MJ_m2,x0_40_kg_m2,x0_78_kg_m2,x0_50_l_ha,x____4,V_dt_og_koldt,x0_00___0_01__,x0_0___0_5,x15_0___16_9_C,x300___349_MJ_m2,x0_00_kg_m2,x0_38_kg_m2,x31___33_hkg_ha
x2_5___3_5,x1___2__,x2_5___3_5,x___13_0_C,x150___199_MJ_m2,x0_50_kg_m2,x0_30_kg_m2,x0_l_ha,x0___1,T_rt_og_koldt,x0_00___0_01__,x1_5___2_5,x____17_0_C,x150___199_MJ_m2,x0_30_kg_m2,x0_86_kg_m2,x0_50_l_ha,x____4,V_dt_og_varmt,x0_00___0_01__,x1_5___2_5,x15_0___16_9_C,x350___399_MJ_m2,x0_80_kg_m2,x0_84_kg_m2,x0_50_l_ha,x0___1,T_rt_og_varmt,x0_00___0_01__,x0_5___1_5,x13_0___14_9_C,x___300_MJ_m2,x0_40_kg_m2,x1_22_kg_m2,x103___105_hkg_ha
x5_5___6_5,x0_5___1__,x4_5___5_5,x___13_0_C,x150___199_MJ_m2,x0_50_kg_m2,x0_30_kg_m2,x0_25_l_ha,x____4,V_dt_og_koldt,x0_00___0_01__,x3_5___4_5,x15_0___16_9_C,x200___249_MJ_m2,x0_60_kg_m2,x0_42_kg_m2,x0_l_ha,x2___3,V_dt_og_varmt,x0_00___0_01__,x2_5___3_5,x13_0___14_9_C,x350___399_MJ_m2,x0_80_kg_m2,x0_12_kg_m2,x0_50_l_ha,x2___3,T_rt_og_koldt,x0_00___0_01__,x0_5___1_5,x13_0___14_9_C,x___300_MJ_m2,x0_35_kg_m2,x1_76_kg_m2,x149___151_hkg_ha
x3_5___4_5,x0_00___0_01__,x3_5___4_5,x13_0___14_9_C,x150___199_MJ_m2,x0_40_kg_m2,x0_20_kg_m2,x0_50_l_ha,x0___1,T_rt_og_varmt,x0_00___0_01__,x2_5___3_5,x13_0___14_9_C,x200___249_MJ_m2,x0_55_kg_m2,x0_32_kg_m2,x0_75_l_ha,x____4,V_dt_og_koldt,x0_00___0_01__,x1_5___2_5,x13_0___14_9_C,x300___349_MJ_m2,x0_75_kg_m2,x1_34_kg_m2,x0_75_l_ha,x____4,V_dt_og_koldt,x0_00___0_01__,x0_5___1_5,x15_0___16_9_C,x300___349_MJ_m2,x0_55_kg_m2,x1_60_kg_m2,x135___137_hkg_ha
x3_5___4_5,x0_5___1__,x3_5___4_5,x15_0___16_9_C,x150___199_MJ_m2,x0_45_kg_m2,x0_22_kg_m2,x0_l_ha,x____4,V_dt_og_varmt,x1___2__,x2_5___3_5,x13_0___14_9_C,x200___249_MJ_m2,x0_45_kg_m2,x1_12_kg_m2,x0_l_ha,x2___3,V_dt_og_varmt,x1___2__,x1_5___2_5,x13_0___14_9_C,x350___399_MJ_m2,x0_70_kg_m2,x1_28_kg_m2,x0_25_l_ha,x____4,V_dt_og_varmt,x0_00___0_01__,x0_5___1_5,x13_0___14_9_C,x___300_MJ_m2,x0_30_kg_m2,x0_74_kg_m2,x61___63_hkg_ha
x3_5___4_5,x0_01___0_5__,x3_5___4_5,x15_0___16_9_C,x150___199_MJ_m2,x0_35_kg_m2,x0_16_kg_m2,x0_75_l_ha,x____4,V_dt_og_varmt,x0_00___0_01__,x3_5___4_5,x___13_0_C,x___150_MJ_m2,x0_30_kg_m2,x0_02_kg_m2,x0_50_l_ha,x____4,V_dt_og_koldt,x0_00___0_01__,x2_5___3_5,x13_0___14_9_C,x____400_MJ_m2,x1_00_kg_m2,x0_20_kg_m2,x0_25_l_ha,x2___3,V_dt_og_varmt,x0_00___0_01__,x0_5___1_5,x15_0___16_9_C,x___300_MJ_m2,x0_35_kg_m2,x0_98_kg_m2,x81___83_hkg_ha
x4_5___5_5,x50___100__,x0_0___0_5,x13_0___14_9_C,x____250_MJ_m2,x0_00_kg_m2,x0_00_kg_m2,x0_50_l_ha,x0___1,T_rt_og_koldt,x0_01___0_5__,x0_0___0_5,x13_0___14_9_C,x150___199_MJ_m2,x0_00_kg_m2,x0_02_kg_m2,x0_l_ha,x2___3,V_dt_og_koldt,x1___2__,x0_0___0_5,x____17_0_C,x___300_MJ_m2,x0_20_kg_m2,x1_34_kg_m2,x0_50_l_ha,x____4,V_dt_og_varmt,x0_01___0_5__,x0_0___0_5,x15_0___16_9_C,x___300_MJ_m2,x0_00_kg_m2,x1_30_kg_m2,x109___111_hkg_ha
x5_5___6_5,x10___25__,x5_5___6_5,x13_0___14_9_C,x200___249_MJ_m2,x0_75_kg_m2,x0_44_kg_m2,x0_25_l_ha,x0___1,T_rt_og_koldt,x0_00___0_01__,x4_5___5_5,x13_0___14_9_C,x____250_MJ_m2,x0_75_kg_m2,x0_20_kg_m2,x0_50_l_ha,x0___1,T_rt_og_varmt,x0_00___0_01__,x2_5___3_5,x13_0___14_9_C,x350___399_MJ_m2,x0_80_kg_m2,x0_88_kg_m2,x0_25_l_ha,x0___1,T_rt_og_koldt,x0_00___0_01__,x0_5___1_5,x15_0___16_9_C,x350___399_MJ_m2,x0_65_kg_m2,x0_92_kg_m2,x77___79_hkg_ha
x5_5___6_5,x10___25__,x4_5___5_5,x13_0___14_9_C,x___150_MJ_m2,x0_35_kg_m2,x0_20_kg_m2,x0_75_l_ha,x0___1,V_dt_og_varmt,x2___6__,x3_5___4_5,x13_0___14_9_C,x150___199_MJ_m2,x0_45_kg_m2,x0_50_kg_m2,x0_75_l_ha,x0___1,T_rt_og_varmt,x0_00___0_01__,x1_5___2_5,x13_0___14_9_C,x350___399_MJ_m2,x0_90_kg_m2,x1_18_kg_m2,x0_50_l_ha,x2___3,V_dt_og_koldt,x0_00___0_01__,x0_5___1_5,x13_0___14_9_C,x300___349_MJ_m2,x0_40_kg_m2,x0_84_kg_m2,x71___73_hkg_ha
x4_5___5_5,x2___6__,x3_5___4_5,x13_0___14_9_C,x200___249_MJ_m2,x0_60_kg_m2,x0_34_kg_m2,x0_l_ha,x____4,V_dt_og_varmt,x10___25__,x3_5___4_5,x15_0___16_9_C,x___150_MJ_m2,x0_35_kg_m2,x0_36_kg_m2,x0_75_l_ha,x____4,V_dt_og_koldt,x0_00___0_01__,x2_5___3_5,x15_0___16_9_C,x350___399_MJ_m2,x0_75_kg_m2,x1_66_kg_m2,x0_75_l_ha,x0___1,T_rt_og_koldt,x0_00___0_01__,x0_5___1_5,x____17_0_C,x350___399_MJ_m2,x0_55_kg_m2,x0_58_kg_m2,x49___51_hkg_ha
x5_5___6_5,x0_01___0_5__,x5_5___6_5,x15_0___16_9_C,x200___249_MJ_m2,x0_70_kg_m2,x0_40_kg_m2,x0_25_l_ha,x____4,V_dt_og_koldt,x0_00___0_01__,x5_5___6_5,x13_0___14_9_C,x200___249_MJ_m2,x0_60_kg_m2,x0_50_kg_m2,x0_50_l_ha,x____4,V_dt_og_varmt,x0_00___0_01__,x3_5___4_5,x13_0___14_9_C,x___300_MJ_m2,x0_85_kg_m2,x0_54_kg_m2,x0_50_l_ha,x2___3,T_rt_og_varmt,x0_00___0_01__,x0_5___1_5,x15_0___16_9_C,x___300_MJ_m2,x0_25_kg_m2,x1_34_kg_m2,x113___115_hkg_ha
x5_5___6_5,x0_5___1__,x4_5___5_5,x13_0___14_9_C,x____250_MJ_m2,x0_60_kg_m2,x0_34_kg_m2,x0_50_l_ha,x____4,V_dt_og_koldt,x0_00___0_01__,x4_5___5_5,x___13_0_C,x150___199_MJ_m2,x0_55_kg_m2,x1_16_kg_m2,x0_75_l_ha,x____4,V_dt_og_koldt,x0_00___0_01__,x3_5___4_5,x15_0___16_9_C,x300___349_MJ_m2,x0_90_kg_m2,x0_42_kg_m2,x0_50_l_ha,x____4,V_dt_og_varmt,x0_00___0_01__,x0_5___1_5,x15_0___16_9_C,x300___349_MJ_m2,x0_45_kg_m2,x0_04_kg_m2,x3___5_hkg_ha
x___6_5,x0_01___0_5__,x___6_5,x15_0___16_9_C,x150___199_MJ_m2,x0_45_kg_m2,x0_22_kg_m2,x0_50_l_ha,x____4,V_dt_og_koldt,x0_00___0_01__,x5_5___6_5,x15_0___16_9_C,x200___249_MJ_m2,x0_60_kg_m2,x0_38_kg_m2,x0_l_ha,x0___1,T_rt_og_koldt,x0_00___0_01__,x4_5___5_5,x15_0___16_9_C,x300___349_MJ_m2,x1_00_kg_m2,x1_88_kg_m2,x0_50_l_ha,x2___3,V_dt_og_varmt,x0_00___0_01__,x0_5___1_5,x13_0___14_9_C,x300___349_MJ_m2,x0_55_kg_m2,x0_68_kg_m2,x57___59_hkg_ha
x4_5___5_5,x1___2__,x5_5___6_5,x13_0___14_9_C,x200___249_MJ_m2,x0_60_kg_m2,x0_34_kg_m2,x0_l_ha,x____4,V_dt_og_koldt,x0_01___0_5__,x4_5___5_5,x15_0___16_9_C,x200___249_MJ_m2,x0_55_kg_m2,x0_54_kg_m2,x0_l_ha,x____4,V_dt_og_koldt,x0_00___0_01__,x3_5___4_5,x13_0___14_9_C,x300___349_MJ_m2,x0_95_kg_m2,x0_52_kg_m2,x0_75_l_ha,x____4,V_dt_og_koldt,x0_00___0_01__,x1_5___2_5,x15_0___16_9_C,x___300_MJ_m2,x0_60_kg_m2,x1_96_kg_m2,x165___167_hkg_ha
x2_5___3_5,x0_5___1__,x2_5___3_5,x13_0___14_9_C,x150___199_MJ_m2,x0_45_kg_m2,x0_24_kg_m2,x0_50_l_ha,x0___1,T_rt_og_koldt,x0_00___0_01__,x2_5___3_5,x15_0___16_9_C,x150___199_MJ_m2,x0_40_kg_m2,x0_58_kg_m2,x0_50_l_ha,x0___1,T_rt_og_varmt,x0_00___0_01__,x1_5___2_5,x13_0___14_9_C,x300___349_MJ_m2,x0_50_kg_m2,x1_32_kg_m2,x0_l_ha,x____4,V_dt_og_koldt,x0_00___0_01__,x0_5___1_5,x13_0___14_9_C,x300___349_MJ_m2,x0_60_kg_m2,x1_12_kg_m2,x95___97_hkg_ha
x5_5___6_5,x0_00___0_01__,x5_5___6_5,x15_0___16_9_C,x200___249_MJ_m2,x0_60_kg_m2,x0_32_kg_m2,x0_l_ha,x____4,V_dt_og_varmt,x0_00___0_01__,x4_5___5_5,x15_0___16_9_C,x150___199_MJ_m2,x0_45_kg_m2,x1_14_kg_m2,x0_25_l_ha,x0___1,T_rt_og_koldt,x0_00___0_01__,x2_5___3_5,x13_0___14_9_C,x300___349_MJ_m2,x0_90_kg_m2,x0_44_kg_m2,x0_l_ha,x2___3,V_dt_og_varmt,x0_5___1__,x0_5___1_5,x15_0___16_9_C,x___300_MJ_m2,x0_45_kg_m2,x0_40_kg_m2,x33___35_hkg_ha
x5_5___6_5,x6___10__,x4_5___5_5,x13_0___14_9_C,x200___249_MJ_m2,x0_60_kg_m2,x0_34_kg_m2,x0_l_ha,x____4,V_dt_og_varmt,x25___50__,x3_5___4_5,x___13_0_C,x200___249_MJ_m2,x0_60_kg_m2,x0_76_kg_m2,x0_75_l_ha,x0___1,T_rt_og_koldt,x0_01___0_5__,x2_5___3_5,x13_0___14_9_C,x300___349_MJ_m2,x0_85_kg_m2,x0_24_kg_m2,x0_l_ha,x0___1,T_rt_og_koldt,x0_01___0_5__,x0_5___1_5,x____17_0_C,x___300_MJ_m2,x0_40_kg_m2,x1_76_kg_m2,x149___151_hkg_ha
x4_5___5_5,x6___10__,x3_5___4_5,x____17_0_C,x200___249_MJ_m2,x0_45_kg_m2,x0_22_kg_m2,x0_25_l_ha,x2___3,V_dt_og_varmt,x1___2__,x3_5___4_5,x15_0___16_9_C,x150___199_MJ_m2,x0_40_kg_m2,x0_70_kg_m2,x0_75_l_ha,x2___3,V_dt_og_varmt,x0_01___0_5__,x2_5___3_5,x13_0___14_9_C,x350___399_MJ_m2,x0_85_kg_m2,x1_70_kg_m2,x0_25_l_ha,x2___3,V_dt_og_koldt,x0_00___0_01__,x0_5___1_5,x15_0___16_9_C,x300___349_MJ_m2,x0_30_kg_m2,x0_00_kg_m2,x0___1_hkg_ha
x3_5___4_5,x50___100__,x1_5___2_5,x___13_0_C,x150___199_MJ_m2,x0_45_kg_m2,x0_20_kg_m2,x0_l_ha,x____4,V_dt_og_koldt,x50___100__,x0_0___0_5,x15_0___16_9_C,x150___199_MJ_m2,x0_00_kg_m2,x0_02_kg_m2,x0_50_l_ha,x____4,V_dt_og_varmt,x6___10__,x0_0___0_5,x13_0___14_9_C,x300___349_MJ_m2,x0_05_kg_m2,x0_96_kg_m2,x0_l_ha,x0___1,T_rt_og_koldt,x6___10__,x0_0___0_5,x____17_0_C,x300___349_MJ_m2,x0_25_kg_m2,x0_30_kg_m2,x25___27_hkg_ha
x___6_5,x10___25__,x5_5___6_5,x15_0___16_9_C,x200___249_MJ_m2,x0_55_kg_m2,x0_30_kg_m2,x0_l_ha,x____4,V_dt_og_varmt,x50___100__,x0_0___0_5,x13_0___14_9_C,x200___249_MJ_m2,x0_10_kg_m2,x0_12_kg_m2,x0_l_ha,x____4,V_dt_og_koldt,x50___100__,x0_0___0_5,x13_0___14_9_C,x300___349_MJ_m2,x0_15_kg_m2,x1_12_kg_m2,x0_l_ha,x0___1,T_rt_og_koldt,x50___100__,x0_0___0_5,x15_0___16_9_C,x300___349_MJ_m2,x0_10_kg_m2,x0_74_kg_m2,x63___65_hkg_ha
x2_5___3_5,x25___50__,x1_5___2_5,x13_0___14_9_C,x150___199_MJ_m2,x0_40_kg_m2,x0_16_kg_m2,x0_l_ha,x2___3,V_dt_og_koldt,x6___10__,x0_5___1_5,x13_0___14_9_C,x200___249_MJ_m2,x0_35_kg_m2,x0_68_kg_m2,x0_25_l_ha,x2___3,V_dt_og_koldt,x0_01___0_5__,x0_0___0_5,x13_0___14_9_C,x300___349_MJ_m2,x0_00_kg_m2,x1_46_kg_m2,x0_50_l_ha,x0___1,T_rt_og_varmt,x0_00___0_01__,x0_0___0_5,x15_0___16_9_C,x___300_MJ_m2,x0_15_kg_m2,x1_10_kg_m2,x93___95_hkg_ha
x___6_5,x25___50__,x3_5___4_5,x13_0___14_9_C,x___150_MJ_m2,x0_45_kg_m2,x0_22_kg_m2,x0_l_ha,x0___1,T_rt_og_varmt,x50___100__,x0_5___1_5,x____17_0_C,x200___249_MJ_m2,x0_25_kg_m2,x0_72_kg_m2,x0_25_l_ha,x0___1,T_rt_og_varmt,x6___10__,x0_0___0_5,x15_0___16_9_C,x300___349_MJ_m2,x0_00_kg_m2,x1_94_kg_m2,x0_25_l_ha,x____4,V_dt_og_varmt,x0_5___1__,x0_0___0_5,x____17_0_C,x300___349_MJ_m2,x0_15_kg_m2,x1_14_kg_m2,x95___97_hkg_ha
x5_5___6_5,x6___10__,x4_5___5_5,x13_0___14_9_C,x200___249_MJ_m2,x0_70_kg_m2,x0_36_kg_m2,x0_l_ha,x0___1,T_rt_og_varmt,x50___100__,x0_5___1_5,x____17_0_C,x150___199_MJ_m2,x0_20_kg_m2,x0_28_kg_m2,x0_75_l_ha,x0___1,T_rt_og_varmt,x1___2__,x0_5___1_5,x13_0___14_9_C,x350___399_MJ_m2,x0_35_kg_m2,x1_22_kg_m2,x0_50_l_ha,x2___3,T_rt_og_koldt,x0_00___0_01__,x0_0___0_5,x15_0___16_9_C,x___300_MJ_m2,x0_20_kg_m2,x1_16_kg_m2,x99___101_hkg_ha
x5_5___6_5,x2___6__,x4_5___5_5,x___13_0_C,x150___199_MJ_m2,x0_50_kg_m2,x0_28_kg_m2,x0_50_l_ha,x0___1,T_rt_og_koldt,x0_00___0_01__,x4_5___5_5,x___13_0_C,x150___199_MJ_m2,x0_45_kg_m2,x1_00_kg_m2,x0_75_l_ha,x____4,V_dt_og_koldt,x0_00___0_01__,x2_5___3_5,x15_0___16_9_C,x350___399_MJ_m2,x0_85_kg_m2,x0_16_kg_m2,x0_50_l_ha,x____4,V_dt_og_varmt,x0_00___0_01__,x0_5___1_5,x13_0___14_9_C,x___300_MJ_m2,x0_35_kg_m2,x1_44_kg_m2,x121___123_hkg_ha
x4_5___5_5,x25___50__,x3_5___4_5,x15_0___16_9_C,x200___249_MJ_m2,x0_55_kg_m2,x0_30_kg_m2,x0_75_l_ha,x____4,V_dt_og_koldt,x0_01___0_5__,x3_5___4_5,x15_0___16_9_C,x150___199_MJ_m2,x0_40_kg_m2,x0_84_kg_m2,x0_l_ha,x0___1,T_rt_og_koldt,x0_01___0_5__,x2_5___3_5,x15_0___16_9_C,x350___399_MJ_m2,x0_90_kg_m2,x1_46_kg_m2,x0_l_ha,x0___1,T_rt_og_varmt,x2___6__,x0_5___1_5,x15_0___16_9_C,x___300_MJ_m2,x0_35_kg_m2,x0_50_kg_m2,x41___43_hkg_ha
x5_5___6_5,x0_5___1__,x5_5___6_5,x___13_0_C,x___150_MJ_m2,x0_45_kg_m2,x0_20_kg_m2,x0_25_l_ha,x2___3,V_dt_og_koldt,x0_00___0_01__,x4_5___5_5,x13_0___14_9_C,x150___199_MJ_m2,x0_50_kg_m2,x0_26_kg_m2,x0_l_ha,x0___1,T_rt_og_koldt,x0_00___0_01__,x2_5___3_5,x13_0___14_9_C,x300___349_MJ_m2,x0_95_kg_m2,x1_22_kg_m2,x0_l_ha,x0___1,T_rt_og_varmt,x0_00___0_01__,x0_5___1_5,x15_0___16_9_C,x300___349_MJ_m2,x0_50_kg_m2,x0_78_kg_m2,x65___67_hkg_ha
x5_5___6_5,x2___6__,x4_5___5_5,x15_0___16_9_C,x___150_MJ_m2,x0_35_kg_m2,x0_18_kg_m2,x0_25_l_ha,x____4,V_dt_og_varmt,x0_00___0_01__,x5_5___6_5,x___13_0_C,x___150_MJ_m2,x0_40_kg_m2,x1_16_kg_m2,x0_25_l_ha,x0___1,T_rt_og_koldt,x0_00___0_01__,x2_5___3_5,x15_0___16_9_C,x350___399_MJ_m2,x0_85_kg_m2,x1_16_kg_m2,x0_l_ha,x0___1,T_rt_og_varmt,x0_00___0_01__,x0_5___1_5,x13_0___14_9_C,x___300_MJ_m2,x0_55_kg_m2,x0_34_kg_m2,x27___29_hkg_ha
x3_5___4_5,x1___2__,x3_5___4_5,x13_0___14_9_C,x200___249_MJ_m2,x0_55_kg_m2,x0_32_kg_m2,x0_75_l_ha,x0___1,T_rt_og_varmt,x0_00___0_01__,x3_5___4_5,x15_0___16_9_C,x200___249_MJ_m2,x0_50_kg_m2,x1_04_kg_m2,x0_25_l_ha,x0___1,T_rt_og_koldt,x0_00___0_01__,x2_5___3_5,x15_0___16_9_C,x350___399_MJ_m2,x0_90_kg_m2,x0_16_kg_m2,x0_25_l_ha,x____4,V_dt_og_varmt,x0_00___0_01__,x0_5___1_5,x13_0___14_9_C,x___300_MJ_m2,x0_35_kg_m2,x0_36_kg_m2,x29___31_hkg_ha
x4_5___5_5,x0_5___1__,x4_5___5_5,x13_0___14_9_C,x200___249_MJ_m2,x0_50_kg_m2,x0_26_kg_m2,x0_l_ha,x____4,V_dt_og_koldt,x0_5___1__,x4_5___5_5,x15_0___16_9_C,x200___249_MJ_m2,x0_65_kg_m2,x0_36_kg_m2,x0_l_ha,x____4,V_dt_og_koldt,x0_00___0_01__,x2_5___3_5,x____17_0_C,x350___399_MJ_m2,x0_95_kg_m2,x0_94_kg_m2,x0_50_l_ha,x0___1,V_dt_og_varmt,x0_00___0_01__,x0_5___1_5,x15_0___16_9_C,x300___349_MJ_m2,x0_50_kg_m2,x1_50_kg_m2,x125___127_hkg_ha
x4_5___5_5,x0_01___0_5__,x4_5___5_5,x15_0___16_9_C,x200___249_MJ_m2,x0_55_kg_m2,x0_30_kg_m2,x0_75_l_ha,x0___1,T_rt_og_koldt,x0_00___0_01__,x4_5___5_5,x15_0___16_9_C,x____250_MJ_m2,x0_60_kg_m2,x0_38_kg_m2,x0_75_l_ha,x2___3,T_rt_og_varmt,x0_00___0_01__,x3_5___4_5,x15_0___16_9_C,x___300_MJ_m2,x0_75_kg_m2,x0_26_kg_m2,x0_l_ha,x____4,V_dt_og_koldt,x0_00___0_01__,x0_5___1_5,x13_0___14_9_C,x350___399_MJ_m2,x0_40_kg_m2,x1_74_kg_m2,x147___149_hkg_ha
x4_5___5_5,x6___10__,x4_5___5_5,x___13_0_C,x200___249_MJ_m2,x0_65_kg_m2,x0_38_kg_m2,x0_l_ha,x0___1,T_rt_og_koldt,x0_5___1__,x5_5___6_5,x13_0___14_9_C,x150___199_MJ_m2,x0_45_kg_m2,x0_90_kg_m2,x0_50_l_ha,x2___3,V_dt_og_varmt,x0_00___0_01__,x4_5___5_5,x15_0___16_9_C,x300___349_MJ_m2,x0_80_kg_m2,x1_06_kg_m2,x0_75_l_ha,x____4,V_dt_og_koldt,x0_00___0_01__,x1_5___2_5,x15_0___16_9_C,x___300_MJ_m2,x0_55_kg_m2,x0_22_kg_m2,x17___19_hkg_ha
x4_5___5_5,x2___6__,x4_5___5_5,x13_0___14_9_C,x___150_MJ_m2,x0_40_kg_m2,x0_20_kg_m2,x0_l_ha,x0___1,T_rt_og_koldt,x1___2__,x4_5___5_5,x15_0___16_9_C,x____250_MJ_m2,x0_60_kg_m2,x0_22_kg_m2,x0_25_l_ha,x____4,V_dt_og_varmt,x0_00___0_01__,x3_5___4_5,x15_0___16_9_C,x350___399_MJ_m2,x0_85_kg_m2,x0_38_kg_m2,x0_l_ha,x0___1,V_dt_og_koldt,x0_00___0_01__,x0_5___1_5,x15_0___16_9_C,x300___349_MJ_m2,x0_35_kg_m2,x1_34_kg_m2,x113___115_hkg_ha
x5_5___6_5,x0_5___1__,x5_5___6_5,x13_0___14_9_C,x150___199_MJ_m2,x0_45_kg_m2,x0_24_kg_m2,x0_25_l_ha,x____4,V_dt_og_varmt,x0_00___0_01__,x5_5___6_5,x____17_0_C,x200___249_MJ_m2,x0_55_kg_m2,x0_70_kg_m2,x0_75_l_ha,x____4,V_dt_og_varmt,x0_00___0_01__,x2_5___3_5,x15_0___16_9_C,x350___399_MJ_m2,x0_75_kg_m2,x0_42_kg_m2,x0_l_ha,x2___3,T_rt_og_koldt,x0_00___0_01__,x0_5___1_5,x____17_0_C,x300___349_MJ_m2,x0_40_kg_m2,x0_52_kg_m2,x43___45_hkg_ha
x2_5___3_5,x2___6__,x1_5___2_5,x13_0___14_9_C,x150___199_MJ_m2,x0_35_kg_m2,x0_16_kg_m2,x0_50_l_ha,x____4,V_dt_og_koldt,x0_5___1__,x1_5___2_5,x15_0___16_9_C,x150___199_MJ_m2,x0_35_kg_m2,x0_26_kg_m2,x0_75_l_ha,x____4,V_dt_og_varmt,x0_00___0_01__,x0_5___1_5,x15_0___16_9_C,x300___349_MJ_m2,x0_35_kg_m2,x1_80_kg_m2,x0_50_l_ha,x____4,V_dt_og_varmt,x0_00___0_01__,x0_0___0_5,x15_0___16_9_C,x___300_MJ_m2,x0_10_kg_m2,x0_44_kg_m2,x35___37_hkg_ha
